|title|requirement
79|§ 121.113(a)(4)|"§ 121.113   Area and route requirements: General.
(a) Each certificate holder conducting supplemental operations seeking route and area approval must show - 
(4) That it will conduct all IFR and night VFR operations over Federal airways, foreign airways, controlled airspace, or advisory routes (ADR's). 
"
80|§ 121.113(b)|"§ 121.113   Area and route requirements: General.
(b) Notwithstanding paragraph (a)(4) of this section, the Administrator may approve a route outside of controlled airspace if the certificate holder conducting supplemental operations shows the route is safe for operations and the Administrator finds that traffic density is such that an adequate level of safety can be assured. The certificate holder may not use such a route unless it is approved by the Administrator and is listed in the certificate holder's operations specifications. 
"
81|§ 121.115(a)(1)|"§ 121.115   Route width.
(a) Routes and route segments over Federal airways, foreign airways, or advisory routes have a width equal to the designated width of those airways or advisory routes. Whenever the Administrator finds it necessary to determine the width of other routes, he considers the following: 
(1) Terrain clearance. 
"
82|§ 121.115(a)(2)|"§ 121.115   Route width.
(a) Routes and route segments over Federal airways, foreign airways, or advisory routes have a width equal to the designated width of those airways or advisory routes. Whenever the Administrator finds it necessary to determine the width of other routes, he considers the following: 
(2) Minimum en route altitudes. 
"
83|§ 121.115(a)(3)|"§ 121.115   Route width.
(a) Routes and route segments over Federal airways, foreign airways, or advisory routes have a width equal to the designated width of those airways or advisory routes. Whenever the Administrator finds it necessary to determine the width of other routes, he considers the following: 
(3) Ground and airborne navigation aids. 
"
84|§ 121.115(a)(4)|"§ 121.115   Route width.
(a) Routes and route segments over Federal airways, foreign airways, or advisory routes have a width equal to the designated width of those airways or advisory routes. Whenever the Administrator finds it necessary to determine the width of other routes, he considers the following: 
(4) Air traffic density. 
"
85|§ 121.115(a)(5)|"§ 121.115   Route width.
(a) Routes and route segments over Federal airways, foreign airways, or advisory routes have a width equal to the designated width of those airways or advisory routes. Whenever the Administrator finds it necessary to determine the width of other routes, he considers the following: 
(5) ATC procedures. 
"
86|§ 121.115(b)|"§ 121.115   Route width.
(b) Any route widths of other routes determined by the Administrator are specified in the certificate holder's operations specifications. 
"
87|§ 121.117(a)|"§ 121.117   Airports: Required data.
(a) No certificate holder conducting supplemental operations may use any airport unless it is properly equipped and adequate for the proposed operation, considering such items as size, surface, obstructions, facilities, public protection, lighting, navigational and communications aids, and ATC. 
"
88|§ 121.117(b)(1)|"§ 121.117   Airports: Required data.
(b) Each certificate holder conducting supplemental operations must show that it has an approved system for obtaining, maintaining, and distributing to appropriate personnel current aeronautical data for each airport it uses to ensure a safe operation at that airport. The aeronautical data must include the following: 
(1) Airports. 
(i) Facilities. 
(ii) Public protection. 
(iii) Navigational and communications aids. 
(iv) Construction affecting takeoff, landing, or ground operations. 
(v) Air traffic facilities. 
"
89|§ 121.117(b)(2)|"§ 121.117   Airports: Required data.
(b) Each certificate holder conducting supplemental operations must show that it has an approved system for obtaining, maintaining, and distributing to appropriate personnel current aeronautical data for each airport it uses to ensure a safe operation at that airport. The aeronautical data must include the following: 
(2) Runways, clearways, and stopways. 
(i) Dimensions. 
(ii) Surface. 
(iii) Marking and lighting systems. 
(iv) Elevation and gradient. 
"
90|§ 121.117(b)(3)|"§ 121.117   Airports: Required data.
(b) Each certificate holder conducting supplemental operations must show that it has an approved system for obtaining, maintaining, and distributing to appropriate personnel current aeronautical data for each airport it uses to ensure a safe operation at that airport. The aeronautical data must include the following: 
(3) Displaced thresholds. 
(i) Location. 
(ii) Dimensions. 
(iii) Takeoff or landing or both. 
"
